artist_name,track_name,release_date,genre,lyrics
Duffy,Mercy,2008,soul,"Hit the beat and take it to the verse now Yeah, yeah, yeah Yeah, yeah, yeah Yeah, yeah, yeah Yeah, yeah, yeah [Verse 1] I love you (Hoo, hoo) But I gotta stay true (Hoo, hoo) My moral's got me on my knees I'm begging, please Stop playing games (Hoo, hoo) [Pre-Chorus] I don't know what this is, but you got me good Just like you knew you would (Hoo, hoo) I don't know what you do, but you do it well I'm under your spell (Hoo, hoo) [Chorus] You got me begging you for mercy (Yeah, yeah, yeah) Why won't you release me? (Yeah, yeah, yeah) You got me begging you for mercy (Yeah, yeah, yeah) Why won't you release me? (Yeah, yeah, yeah) I said ""Release me"" (Yeah, yeah, yeah, yeah, yeah, yeah) [Verse 2] Now you think that I (Hoo, hoo) Will be something on the side (Hoo, hoo) But you got to understand that I need a man Who can take my hands, yes, I do (Hoo, hoo) [Pre-Chorus] I don't know what this is, but you got me good Just like you knew you would (Hoo, hoo) I don't know what you do, but you do it well I'm under your spell (Hoo, hoo) [Chorus] You got me begging you for mercy (Yeah, yeah, yeah) Why won't you release me? (Yeah, yeah, yeah) You got me begging you for mercy (Yeah, yeah, yeah) Why won't you release me? (Yeah, yeah, yeah) I said ""You'd better release me"" (Yeah, yeah, yeah, yeah, yeah, yeah) Yeah, yeah, break it down [Bridge] I'm begging you for mercy (You look at me and think we're the same kind 'Cause you don't know what I got and) Just why won't you release me? (I'm gonna get more than I'm asking for But I just don't want to waste my time) I'm begging you for mercy (You know that I'll be the other girl Just like there's nothing in this world) You got me begging (I know that I'm gonna get me some I just don't know where to get it from) You got me begging You got me begging [Chorus] Mercy, why won't you release me? (Yeah, yeah, yeah, yeah, yeah, yeah) I'm begging you for mercy (Yeah, yeah, yeah) Why won't you release me? (Yeah, yeah, yeah) You got me begging you for mercy, yeah (Yeah, yeah, yeah, yeah, yeah, yeah) I'm begging you for mercy (Mercy, mercy, show me some mercy) I'm begging you for mercy (Mercy, mercy, show me some mercy) I'm begging you for mercy (Mercy, mercy, show me some mercy) I'm begging you for mercy (Show me some mercy, show me some mercy) Why won't you release me? Yeah, yeah [Outro] Break it down (Mercy) You got me begging (Show me some mercy) Begging you for mercy (Release me) You got me begging (I'm begging) Down on my knees, I said (I beg) You got me begging (Mercy) Begging you for mercy You got me begging (Begging you for mercy) (Break it down) -ing, -ing, -ing, ooh I'm begging you for mercy"
Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),2018,soul,"This world can hurt you It cuts you deep and leaves a scar Things fall apart, but nothing breaks like a heart And nothing breaks like a heart [Verse 1: Miley Cyrus] I heard you on the phone last night We live and die by pretty lies You know it, oh, we both know it These silver bullet cigarettes This burning house, there's nothing left It's smoking, we both know it We got all night to fall in love But just like that, we fall apart We're broken, we're broken [Pre-Chorus: Miley Cyrus] Mmm, well, nothing, nothing, nothing gonna save us now [Chorus: Miley Cyrus] Well, there's broken silence By thunder crashing in the dark (Crash in the dark) And this broken record Spin endless circles in the bar (Spin 'round in the bar) This world can hurt you It cuts you deep and leaves a scar Things fall apart, but nothing breaks like a heart Mhmm, and nothing breaks like a heart [Verse 2: Miley Cyrus] We'll leave each other cold as ice And high and dry, the desert wind Is blowin', is blowin' Remember what you said to me? We were drunk in love in Tennessee And I hold it, we both know it [Pre-Chorus: Miley Cyrus] Mmm, that nothing, nothing, nothing gonna save us now Nothing, nothing, nothing gonna save us now [Chorus: Miley Cyrus] Well, there's broken silence By thunder crashing in the dark (Crash in the dark) And this broken record Spin endless circles in the bar (Spin 'round in the bar) This world can hurt you It cuts you deep and leaves a scar Things fall apart, but nothing breaks like a heart Mmm, and nothing breaks like a heart Nothing breaks like a heart Mmm, and nothing breaks like a heart [Bridge: Miley Cyrus] My heart, my heart Well, nothing, nothing, nothing gonna save us now My heart, my heart Nothing, nothing, nothing gonna save us now [Chorus: Miley Cyrus] Well, there's broken silence By thunder crashing in the dark (Crash in the dark) And this broken record Spin endless circles in the bar (Spin 'round in the bar) This world can hurt you It cuts you deep and leaves a scar Things fall apart, but nothing breaks like a heart Mmm, but nothing breaks like a heart But nothing breaks like a heart Mmm, but nothing breaks like a heart"
Bill Withers,Lean on Me,1972,soul,"Hmm Hmm hmm hmm hmm Hmm hmm hmm hmm Hmm hmm hmm hmm hmm [Verse 1] Sometimes in our lives, we all have pain We all have sorrow But if we are wise We know that there's always tomorrow [Chorus] Lean on me when you're not strong And I'll be your friend I'll help you carry on For it won't be long 'Til I'm gonna need Somebody to lean on [Verse 2] Please swallow your pride If I have things you need to borrow For no one can fill Those of your needs That you won't let show [Refrain] You just call on me, brother, when you need a hand We all need somebody to lean on I just might have a problem that you'll understand We all need somebody to lean on [Chorus] Lean on me when you're not strong And I'll be your friend I'll help you carry on For it won't be long 'Til I'm gonna need Somebody to lean on [Refrain] You just call on me, brother, when you need a hand We all need somebody to lean on I just might have a problem that you'll understand We all need somebody to lean on [Verse 3] If there is a load you have to bear That you can't carry I'm right up the road I'll share your load If you just call me [Outro] (Call me) If you need a friend (Call me) Call me, uhuh uhuh (Call me) If you need a friend (Call me) If you ever need a friend (Call me) Call me (Call me) Call me (Call me) Call me (Call me) Call me (Call me) If you need a friend (Call me) Call me (Call me) Call me (Call me) Call me (Call me) Call me (Call me)"
Ray Charles,Hit the Road Jack,2021,soul,"The song topped the US… Read More [Intro] [Chorus: The Raelettes & Ray Charles] Hit the road, Jack, and don't ya come back No more, no more, no more, no more Hit the road, Jack, and don't ya come back no more What'd you say? Hit the road, Jack, and don't ya come back No more, no more, no more, no more Hit the road, Jack, and don't ya come back no more [Verse 1: Ray Charles & The Raelettes] Old woman, old woman, don't treat me so mean You're the meanest old woman that I've ever seen I guess if you say so I'll have to pack my things and go (That's right) [Chorus: The Raelettes & Ray Charles] Hit the road, Jack, and don't ya come back No more, no more, no more, no more Hit the road, Jack, and don't ya come back no more What'd you say? Hit the road, Jack, and don't ya come back No more, no more, no more, no more Hit the road, Jack, and don't ya come back no more [Verse 2: Ray Charles & The Raelettes] Now, baby, listen, baby, don't you treat me this-a way 'Cause I'll be back on my feet someday Don't care if you do, cause it's understood You ain't got no money, you just ain't no good Well, I guess if you say so I'll have to pack my things and go (That's right) [Chorus: The Raelettes & Ray Charles] Hit the road, Jack, and don't ya come back No more, no more, no more, no more Hit the road, Jack, and don't ya come back no more What'd you say? Hit the road, Jack, and don't ya come back No more, no more, no more, no more Hit the road, Jack, and don't ya come back no more [Outro: Ray Charles & The Raelettes] Well (Don't ya come back no more) Uh, what'd you say? (Don't ya come back no more) I didn't understand you (Don't ya come back no more) You can't mean that (Don't ya come back no more) Oh, now, baby, please (Don't ya come back no more) What you're trying to do to me? (Don't ya come back no more)"
Marvin Gaye,What's Going On,1971,soul,"Hey, hey-hey Hey, what's happenin'? Hey, brother, what's happenin'? Boy, this is a groovy party (Hey, how you doin'?) Man, I can dig it Yeah, brother, solid, right on What's happenin'? Hey, man, what's happening? Woo Everything is everything We're gonna do a get down today, boy, I'll tell ya [Verse 1] Mother, mother There's too many of you crying Brother, brother, brother There's far too many of you dying You know we've got to find a way To bring some loving here today, yeah [Verse 2] Father, father We don't need to escalate You see, war is not the answer For only love can conquer hate You know we've got to find a way To bring some loving here today, oh (Oh) [Chorus] Picket lines (Sister) and picket signs (Sister) Don't punish me (Sister) with brutality (Sister) Talk to me (Sister), so you can see (Sister) Oh, what's going on (What's going on) What's going on (What's going on) Yeah, what's going on (What's going on) Oh, what's going on [Post-Chorus] Ah-ah-ah-ah (In the meantime, right on, baby) Woo (Right on, baby), woo Ah-ya-ya-ya-ya-ya-ya, ya-ya-ya-ya-ya Woo (Right on, baby, right on), woo Ah-ya-ya-ya-ya-ya-ya-ya-ya-ya-ya-ya Ba-da-boo-doo, boo-boo-boo-doo, boo-boo-boo Ba-da-boo-boo-boo-doo, boo-boo-boo-ba-ba-do [Verse 3] Mother, mother Everybody thinks we're wrong Oh, but who are they to judge us Simply 'cause our hair is long? Oh, you know we've got to find a way To bring some understanding here today, oh-oh [Chorus] Picket lines (Brother) and picket signs (Brother) Don't punish me (Brother) with brutality (Brother) Come on, talk to me (Brother), so you can see (Brother) Oh, what's going on (What's going on) Yeah, what's going on (What's going on) Tell me what's going on (What's going on) I'll tell you what's going on (What's going on) [Post-Chorus] Woo-ooh-ooh-ooh (Right on, baby, right on) Ah-ya-ya-ya-ya-ya-ya, ya-ya-ya-ya-ya-ya-ya Woo, woo (Right on) Ah-ya-ya-ya-ya-ya-ya-ya-ya-ya-ya-ya Ba-da-boo-doo, boo-boo-boo-doo Ba-da-boo-boo-boo-doo, ba-da-da-da-da-da-da [Outro] Woo (Right on, baby, come on, right on) Ah-ya-ya-ya-ya-ya-ya-ya-ya-ya-ya Woo (Right on) Listen, ah-ya-ya-ya-ya-ya-ya-ya Da-boo-doo, boo-boo-boo-doo Da-boo-boo-doo, boo-boo-boo"
Frank Ocean,Forrest Gump,2012,soul,"I wanna see your pom-poms from the stands Come on, come on [Chorus: Frank Ocean] My fingertips and my lips They burn from the cigarettes Forrest Gump You run my mind, boy Runnin' on my mind, boy Forrest Gump [Verse 1: Frank Ocean] I know you, Forrest I know you wouldn't hurt a beetle But you're so buff and so strong I'm nervous, Forrest Forrest Gump [Chorus: Frank Ocean] My fingertips and my lips They burn from the cigarettes Forrest Gump You run my mind, boy Runnin' on my mind, boy Forrest Gump [Verse 2: Frank Ocean] I saw your game, Forrest (All eyes are on number forty-four) I was screaming, ""Run, forty-four"" But you kept running past the end zone (He just be the stupidest son of a bitch alive) Oh, where'd you go, Forrest? (Sure is fast) Forrest Gump [Chorus: Frank Ocean & Alabama Crimson Tide Cheerleaders] My fingertips and my lips They burn from the cigarettes Forrest Gump You run my mind, boy Runnin' on my mind, boy Forrest Gump [Outro: Frank Ocean] Forrest green (Run) Forrest blues (Run, Forrest) I'm remembering you (Run) This is love, I know it's true I won't forget you (You) You, you, oh, you, you It's for you, Forrest (Oh, na-na-na) It's you, you, oh, you, you It's for you, Forrest Forrest Gump"
Khruangbin,Mariella,2022,soul,"Hair pitch black like the midnight sky Eyes like the jungle, you're something wild Her sweet melody sings wherever I go Running through my mind, sitting in this road [Pre-Chorus] Maybe I'll Write a letter from this little old country town Down in Texas (Ooh) I'll keep it here for you [Chorus] Mariella, Mariella, Mariella, Mariella Mariella, Mariella, Mari, can we go together? [Verse 2] Nothing here changes, seasons go by You said hello, you said goodbye Did you run away? Mariella, where did you go? Somewhere nеw, somewhere old [Pre-Chorus] Maybе I Don't ever wanna live alone in a country town Down in Texas (Ah) With the memory of you [Chorus] Mariella, Mariella, Mariella, Mariella Mariella, Mariella, Mariella, Mariella Mariella, Mariella, Mariella, Mariella Mariella, Mariella, Mariella, holding on to you [Outro] (Ooh) (Ooh) Hm-mm Hm-mm, mm-mm Hm-mm, mm-mm (Ooh) (Ooh) Mariella"
Frank Ocean,Swim Good,2011,soul,"It also bears remarkable similarities to Kanye West’s album 808s & Heartbreak, even referencing it at one point. This is a dark song… Read More [Verse 1: Frank Ocean & Tyler, The Creator] That's a pretty big trunk on my Lincoln Town Car, ain't it? Big enough to take these broken hearts and put 'em in it Now I'm drivin' 'round on the boulevard, trunk bleedin' And every time the cops pull me over, they don't ever see them They never see them (Wow) [Pre-Chorus: Frank Ocean] And I've got this black suit on Roamin' around like I'm ready for a funeral Five more miles 'til the road runs out [Chorus: Frank Ocean] I'm about to drive in the ocean I'ma try to swim from somethin' bigger than me Kick off my shoes And swim good, and swim good Take off this suit And swim good, and swim good, good [Post-Chorus: Frank Ocean] Don't, Don't die Don't die, don't die Don't, oh, no Don't die, don't die [Verse 2: Frank Ocean] Got some pretty good beats on this 808s CD, yeah (Yeah) Memory seats I'm sittin' on stay heated (Yeah) I woulda put tints on my windows, but what's the difference? If I feel like a Ghost (No Swayze) Ever since I lost my baby [Pre-Chorus: Frank Ocean & Tyler, The Creator] I've had this black suit on (Wow) Roamin' around like I'm ready for a funeral (Wow) One more mile 'til the road runs out, out [Chorus: Frank Ocean] I'm about to drive in the ocean I'ma try to swim from somethin' bigger than me Kick off my shoes And swim good, and swim good Take off this suit And swim good, and swim good, good [Bridge: Frank Ocean] I'm goin' off (Oh, my pretty love) Don't try stopping me I'm goin' off (Throw me a line) Don't try saving (You broke my heart) No flares (You broke my heart) No vest (You drove my love) And no fear Waves are washin' me out [Chorus: Frank Ocean] I'm about to drive in the ocean (Drive in the ocean, yeah) I'ma try to swim from somethin' bigger than me (Bigger than me) Kick off my shoes (Good) And swim good, and swim good (Good) Take off this suit (Take off this suit, woah) And swim good, and swim good, good (Yeah) [Outro: Frank Ocean] Don't, Don't die Don't die, don't die Don't, oh, no Don't die, don't die Don't, Don't die Don't die, don't die Don't, oh, no Don't die, don't die"
Jungle,Candle Flame,2023,soul,"I want you there I want you there I want you there I want you there [Refrain] You got me burning like a candle flame You're gonna hurt because you never change Take me from the darkness tryna heal my pain Hear my prayer, hear my prayer (Let's go) You (Yes I did it for) You (Yes I did it for) You (Yes I did it for) You (Yes I did it for) [Verse 1] Feels like the first time I made time in a minute Rock with it, I'm in attendance How can we put these feelings aside I gotta match the fires to the flame The feelings just got attached I got the days for the stray far away Smoulder waves, we started dancing Know we had to take you back home Time movin' slow, we fast forward [Refrain] You got me burning like a candle flame You're gonna hurt because you never change Take me from the darkness tryna heal my pain Hear my prayer, hear my prayer [Verse 2] Butterflies in her belly is sign it's angelic I ride the mic steady the most to try get it Lover without limits, the message is all with it Round and round with me, but baby don't mind spinning, word Put in work and then we twirl, shawty could be my girl Look at this little girl, she precious like little pearls, hair straighter than curls Beautiful cause you earned it, making this thing worth it [Refrain] You got me burning like a candle flame You're gonna hurt because you never change Take me from the darkness tryna heal my pain Hear my prayer, hear my prayer [Bridge] I want you there I want you there I want you there I want you there [Refrain] You got me burning like a candle flame You're gonna hurt because you never change Take me from the darkness tryna heal my pain Hear my prayer, hear my prayer"
KAYTRANADA,Witchy (feat. Childish Gambino),2024,soul,"Mágica Tem algo especial nesse momento São 2:15 da manhã Estou conversando com você, mas na verdade só quero segurar sua mão Espíritos Eles estão ao seu redor, você consegue sentir? Meus manos não acreditam em cristais Eles veem você dançando, garota, e assistem enquanto você se solta [Pré-Refrão] Eu posso sentir você à noite Sem mentiras Eu não quero outra vibe Sem mentiras Eu tenho sentido falta de algo Que não consigo controlar Quando estou perto, nos seus braços, nos seus olhos Eu pеrcebo que é vodu (Yeah, agora) [Refrão] Você mе faz sentir como se eu estivesse flutuando (Oh, não) Isso não é feitiço, você me deixou aberto, garota (Oh, yeah) Você está sendo uma bruxinha e eu adoro isso, garota Você sente isso? Garota, não quero mentir Garota, não quero mentir Garota, tem segurado em mim, yeah Comigo, yeah [Verso 2] Poção Estamos bebendo algo, agora estou girando Você me fez pensar que tem algo nisso Você me fez sentir como se eu quisesse ser seu namorado [Pré-Refrão] Eu posso sentir você à noite Sem mentiras Eu não quero outra vibe Sem mentiras Eu tenho sentido falta de algo Que não consigo controlar Quando estou perto, nos seus braços, nos seus olhos Eu percebo que é vodu (Yeah, agora) [Refrão] Você me faz sentir como se eu estivesse flutuando (Oh, não) Isso não é feitiço, você me deixou aberto, garota (Oh, yeah) Você está sendo uma bruxinha e eu adoro isso, garota Você sente isso? Garota, não quero mentir Garota, não quero mentir Garota, tem segurado em mim, yeah Comigo, yeah [Saída] Você sente isso? (Oh, oh, oh, oh, oh, oh, oh) Você sente isso? Sente isso"
Chuck Berry,You Never Can Tell,1964,soul,"“You Never Can Tell” reached #14, becoming Berry’s final Top 40 hit until… Read More [Verse 1] It was a teenage wedding And the old folks wished them well You could see that Pierre did truly Love the mademoiselle And now the young monsieur and madame Have rung the chapel bell ""C'est la vie,"" say the old folks It goes to show, you never can tell [Verse 2] They furnished off an apartment with A two room Roebuck sale The coolerator was crammed With TV dinners and ginger ale But when Pierre found work The little money comin' worked out well ""C'est la vie,"" say the old folks It goes to show, you never can tell [Verse 3] They had a hi-fi phono Boy, did they let it blast Seven hundred little records All rock, rhythm and jazz But when the sun went down The rapid tempo of the music fell ""C'est la vie,"" say the old folks It goes to show, you never can tell [Verse 4] They bought a souped-up jitney Was a cherry red '53 And drove it down to Orleans To celebrate their anniversary It was there where Pierre Was wedded to the lovely madamoiselle ""C'est la vie,"" say the old folks It goes to show, you never can tell [Instrumental Break] [Verse 1] They had a teenage wedding And the old folks wished them well You could see that Pierre did truly Love the mademoiselle And now the young monsieur and madame Have rung the chapel bell ""C'est la vie,"" say the old folks It goes to show, you never can tell"
Sade,The Sweetest Taboo,1985,soul,"If I tell you, if I tell you now Will you keep on, will you keep on loving me? If I tell you, if I tell you how I feel Will you keep bringing out the best in me? [Chorus] You give me, you give me the sweetest taboo You give me, you're giving me the sweetest taboo Too good for me [Verse 2] There's a quiet storm and it never felt like this before There's a quiet storm that is you There's a quiet storm and it never felt this hot before Giving me something that's taboo (Sometimes I think you're just too good for me) [Chorus] You give me the sweetest taboo That's why I'm in love with you (with you) You give me the sweetest taboo Too good for me (Sometimes I think you're just too good for me) [Verse 3] I'd do anything for you, I'd stand out in the rain Anything you want me to do, don't let it slip away There's a quiet storm and it never felt like this before There's a quiet storm, I think it's you There's a quiet storm and I never felt this hot before Giving me something that's taboo [Chorus] You give me the (you give me, you give me the) sweetest taboo That's why I'm in love with you (with you) You give me, keep giving me the sweetest taboo Too good for me [Outro] You've got the biggest heart Sometimes I think you're just too good for me Every day is Christmas, and every night is New Year's Eve Will you keep on loving me Will you keep on, will you keep on Bringing out the best in me"
Michael Jackson,Human Nature,1982,soul,"He didn’t… Read More [Intro] Why? [Verse 1] Looking out across the nighttime The city winks a sleepless eye Hear her voice, shake my window Sweet seducing sighs Get me out into the nighttime Four walls won't hold me tonight If this town is just an apple Then let me take a bite [Chorus] If they say why (Why?), why (Why?) Tell 'em that it's human nature Why (Why?), why (Why?), does he do me that way? If they say why (Why?), why (Why?) Tell 'em that it's human nature Why (Why?), why (Why?), does he do me that way? [Verse 2] Reaching out to touch a stranger Electric eyes are everywhere See that girl, she knows I'm watching She likes the way I stare [Chorus] If they say why (Why?), why (Why?) Just tell 'em that it's human nature Why (Why?), why (Why?), does he do me that way? If they say why (Why?), why (Why?) (She's giving in by keeping him a-round) Tell 'em that it's human nature Why (Why?), why (Why?), does he do me that way? [Bridge] I like livin' this way I like lovin' this way (That way) Why? Oh, why? (That way) Why? Oh, why? [Verse 3] Looking out across the morning The city's heart begins to beat Reaching out, I touch her shoulder I'm dreaming of the street [Chorus] If they say why (Why?), why (Why?) Tell 'em that it's human nature Why (Why?), why (Why?), does he do me that way? If they say why (Why?), why (Why?) (She's giving in by keeping him a-round) Ooh-ooh, tell 'em! Why (Why?), why (Why?), does he do me that way? If they say why (Why?), why (Why?), why (Why?) Cha-da-cha-sha-sha-sha-sha-sha (Aah-ah) Why (Why?), why (Why?), does he do me that way? If they say why (Why? Why?), why (Why? Why? Why?) (She's giving in by keeping him a-round) Ooh-ooh, tell 'em! (Aah-ah) Why (Why?), why (Why?), does he do me that way? If they say why (Why?), why (Why?), why (Why?) Ooh, tell 'em! Why (Why?), why (Why?), does he do me that way? If they say why (Why?), why (Why?) (She's giving in by keeping him a-round) Da-da-da-da-da-da-da-da Why (Why?), why (Why?), does he do me that way? I like living this way [Outro] Why? Oh, why? (That way) Why? Oh, why? (That way) Why? Oh, why? (That way)"
Kool & The Gang,Get Down On It,1981,soul,"“Get Down On It” was released in December, 1981. There was a “restoration” of the song, performed by… Read More [Intro] Oh, hey, hey Yeah? Uh-huh Oh, what you gon' do? You wanna get down? Tell me Oh, what you gon' do? Do you wanna get down? Oh, what you gon' do? You wanna get down? [Pre-Chorus] Get your back up off the wall Dance, come on! Get your back up off the wall Dance, come on! [Chorus] Get down on it! Get down on it! Get down on it! Get down on it! (Come on and) Get down on it! Get down on it! Get down on it! Get down on it! [Pre-Chorus] How you gonna do it if you really don't wanna dance By standing on the wall? Get your back up off the wall and tell me How you gonna do it if you really don't wanna dance By standing on the wall? Get your back up off the wall 'Cause I heard all the people singin' [Chorus] Get down on it! (Come on and) Get down on it! (If you really want it) Get down on it! (You gotta feel it) Get down on it! (Get down on it!) Get down on it! (Come on and) Get down on it! (Baby, baby) Get down on it! (Get on it!) Get down on it! [Bridge] I say, people! (What?) What you gonna do? You gotta get on the groove If you want your body to move Tell me, baby [Pre-Chorus] How you gonna do it if you really don't wanna dance By standing on the wall? Get your back up off the wall and tell me How you gonna do it if you really won't take a chance By standing on the wall? Get your back up off the wall 'Cause I heard all the people singin' [Chorus] Get down on it! Get down on it! [Bridge] Sha-Dah-Bah-Dah-Bah-Dah-Bah-Doo Oh, what you gon' do? (Ooh) Do you wanna get down? (Ah) Oh, what you gon' do? (Ooh, ah) [Pre-Chorus] Get your back up off the wall Dance, come on! Get your back up off the wall Dance, come on! Get your back up off the wall [Chorus] Get down on it! (Come on and) Get down on it! (If you really want it) Get down on it! (You gotta feel it) Get down on it! (Get down on it!) Get down on it! (Get down on it, come on and) Get down on it! (Baby, baby) Get down on it! (Get down on it, get on it!) Get down on it! [Pre-Chorus] How you gonna do it if you really don't wanna dance By standing on the wall? Get your back up off the wall Tell me, baby! How you gonna do it if you really won't take a chance By standing on the wall? Get your back up off the wall Listen, baby You know it Oh, when your dancin', yeah You show it Oh, when you move-move-move You know it Oh, when your dancin', yeah You show it As you move across the floor [Chorus] Get down on it! (Come on and) Get down on it! (If you really want it) Get down on it! (You gotta feel it) Get down on it! (Get down on it!) Get down on it! (Come on and) Get down on it! (Baby, baby) Get down on it! (Get on it!) Get down on it! [Bridge] Sha-Dah-Bah-Dah-Bah-Dah-Bah-Doo Oh, what you gon' do? (Ooh) Do you wanna get down? (Ah) Oh, what you gon' do? (If you gonna feel it, Ooh, ah) [Pre-Chorus] Get your back up off the wall Dance, come on! Get your back up off the wall Dance, come on! (If you gonna feel it) [Chorus] Get down on it! (Come on and) Get down on it! (If you really want it) Get down on it! (You gotta feel it) Get down on it! (Get down on it!) Get down on it! (Come on and) Get down on it! (Get down on it) Get down on it! (While your dancin') Get down on it! (Get down on it) Get down on it! (Get down on it) Get down on it! Get down on it! (Get down on it, You groove me, baby, when you move) Get down on it! Get down on it! (Get down on it) Get down on it! (Oh-woah-woah-oh, yeah) Get down on it! (Get down on it) Get down on it! (Woah, yeah) Get down on it! (Get down on it) Get down on it! (Oh-woah-woah-oh, yeah) Get down on it! (Get down on it, You move me, baby, when you move) Get down on it! Get down on it! (Get down on it, Ooh, get down) Get down on it! Get down on it! (Get down on it) Get down on it! (Get your back up off the wall) Get down on it! (Get down on it, Ooh, get down) Get down on it! Get down on it! (Get down on it) Get down on it! (Get your back up off the wall) Get down on it! (Get down on it, Ooh, get down) Get down on it! Get down on it! (Get down on it) Get down on it! (Get your back up off the wall) Get down on it! (Get down on it, Ooh, get down) Get down on it! Get down on it! (Get down on it) Get down on it! (Get your back up off the wall, oh, yeah) Get down on it! (Get down—, Ooh—)"
